branded_food_category,"Carbohydrate, by difference_count","Carbohydrate, by difference_mean","Carbohydrate, by difference_std","Carbohydrate, by difference_min","Carbohydrate, by difference_25%","Carbohydrate, by difference_50%","Carbohydrate, by difference_75%","Carbohydrate, by difference_max",Cholesterol_count,Cholesterol_mean,Cholesterol_std,Cholesterol_min,Cholesterol_25%,Cholesterol_50%,Cholesterol_75%,Cholesterol_max,Energy_count,Energy_mean,Energy_std,Energy_min,Energy_25%,Energy_50%,Energy_75%,Energy_max,"Fiber, total dietary_count","Fiber, total dietary_mean","Fiber, total dietary_std","Fiber, total dietary_min","Fiber, total dietary_25%","Fiber, total dietary_50%","Fiber, total dietary_75%","Fiber, total dietary_max",Protein_count,Protein_mean,Protein_std,Protein_min,Protein_25%,Protein_50%,Protein_75%,Protein_max,"Sugars, total including NLEA_count","Sugars, total including NLEA_mean","Sugars, total including NLEA_std","Sugars, total including NLEA_min","Sugars, total including NLEA_25%","Sugars, total including NLEA_50%","Sugars, total including NLEA_75%","Sugars, total including NLEA_max",Total lipid (fat)_count,Total lipid (fat)_mean,Total lipid (fat)_std,Total lipid (fat)_min,Total lipid (fat)_25%,Total lipid (fat)_50%,Total lipid (fat)_75%,Total lipid (fat)_max,PE_ratio_count,PE_ratio_mean,PE_ratio_std,PE_ratio_min,PE_ratio_25%,PE_ratio_50%,PE_ratio_75%,PE_ratio_max
Pork Sausages - Prepared/Processed,1.0,4.76,,4.76,4.76,4.76,4.76,4.76,1.0,71.0,,71.0,71.0,71.0,71.0,71.0,1.0,381.0,,381.0,381.0,381.0,381.0,381.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,16.67,,16.67,16.67,16.67,16.67,16.67,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,33.33,,33.33,33.33,33.33,33.33,33.33,1.0,4.375328083989502,,4.375328083989502,4.375328083989502,4.375328083989502,4.375328083989502,4.375328083989502
"Poultry, Chicken & Turkey",1611.0,1.7784605834885168,3.351344921670164,0.0,0.0,0.0,2.34,30.88,1611.0,206.10676598386095,3560.6433368767653,0.0,56.0,67.0,80.0,133333.0,1611.0,145.31222842954688,43.88715023742935,2.0,113.0,143.0,168.0,733.0,1611.0,0.08665425201738061,0.265679798892133,0.0,0.0,0.0,0.0,2.0,1611.0,19.123277467411516,3.1705308150294056,0.42,17.61,18.75,20.54,28.57,1611.0,0.6665797641216628,1.5222356585991508,0.0,0.0,0.0,0.89,12.14,1611.0,6.646387337057738,5.033803531770057,0.0,2.35,6.25,8.93,46.67,1611.0,14.329641876235952,4.716517788601715,2.728512960436562,11.029411764705882,13.734265734265735,18.24031007751938,27.089887640449437
Powdered Drinks,6639.0,70.86794095496349,51.05842005727901,0.0,60.0,74.29,85.71,1611.11,6639.0,4.94697996686248,29.96071882706548,0.0,0.0,0.0,0.0,819.0,6639.0,401.78234673896674,217.84710608281995,4.0,364.0,400.0,429.0,6389.0,6639.0,5.839629462268389,10.74815387000047,0.0,0.0,2.9,6.7,100.0,6639.0,9.991099563186998,15.873268148852956,0.0,0.0,5.42,8.57,100.0,6639.0,49.36338153336384,47.74194700432604,0.0,26.67,53.33,71.79,1388.89,6639.0,9.184083446302123,11.024962338999153,0.0,0.0,6.25,13.33,112.5,6639.0,2.6874228878108886,4.4029328696637515,0.0,0.0,1.426991150442478,2.219114219114219,33.333333333333336
Pre-Packaged Fruit & Vegetables,16584.0,10.343930897250612,9.434692545936013,0.0,4.71,8.24,13.57,100.0,16584.0,2.93342981186686,155.54050201209714,0.0,0.0,0.0,0.0,20000.0,16584.0,64.64495899662325,63.40984742959798,2.0,26.0,41.0,74.0,667.0,16584.0,2.287976362759505,1.660138902715427,0.0,1.4,2.3,2.4,34.3,16584.0,2.0769868547997037,1.9660695307068783,0.0,1.18,1.82,2.35,42.86,16584.0,4.730654245055305,6.777058044097529,0.0,1.18,2.35,6.0,80.0,16584.0,1.9798046309696058,4.802247811380821,0.0,0.0,0.0,0.59,81.18,16584.0,4.69855865281858,3.6409581794976424,0.0,2.0,3.3714285714285714,6.714285714285714,39.208333333333336
Prepared Pasta & Pizza Sauces,11675.0,7.885540042826465,3.930413849687136,0.0,6.19,7.76,9.6,115.38,11675.0,8.614132762312634,289.73532590491726,0.0,0.0,0.0,0.0,30000.0,11675.0,96.54398286937902,103.3985679217946,7.0,50.0,64.0,83.0,800.0,11675.0,1.6191434689507114,1.0350873445025977,0.0,0.9,1.6,1.8,20.0,11675.0,2.1282783725909704,1.9361551004965856,0.0,1.57,1.6,2.04,40.0,11675.0,4.423125481798693,2.1730913410690462,0.0,3.2,4.42,5.6,38.24,11675.0,6.416535331905558,11.063114389541274,0.0,1.25,2.4,5.6,79.71,11675.0,2.674822627154425,1.2185248819941852,0.0,1.9047619047619047,2.5161290322580645,3.3298648648648648,15.384615384615385
Prepared Soups,3812.0,8.46081059811121,4.680452474926712,0.0,6.53,7.5,10.0,75.99,3812.0,5.256295907660021,4.542016415585526,0.0,2.0,4.0,8.0,38.0,3812.0,61.98268625393494,28.32815935164343,2.0,46.0,58.0,75.0,402.0,3812.0,0.9844963273872155,1.0467169166404902,0.0,0.4,0.8,1.2,8.7,3812.0,2.45221143756559,1.3780427993559672,0.0,1.67,2.45,2.92,15.2,3812.0,1.6785073452256043,1.9577293413329866,0.0,0.6,1.0,1.68,17.65,3812.0,2.0252072402938026,1.8478519116956,0.0,0.79,1.43,2.92,11.69,3812.0,4.41191812650024,2.772696099106782,0.0,2.4925373134328357,4.310344827586207,5.473684210526316,21.333333333333332
Prepared Subs & Sandwiches,2690.0,22.078312267658017,7.624782989253353,0.84,18.2875,21.155,24.4975,134.18,2690.0,48.740892193308554,487.3296238599775,0.0,26.0,33.0,40.0,25253.0,2690.0,225.04014869888476,52.21225547840516,16.0,194.0,220.0,247.0,831.0,2690.0,1.28278810408922,0.9398996427796596,0.0,0.7,1.1,1.6,9.3,2690.0,13.311784386617148,3.413250699883393,4.04,11.18,13.38,15.24,44.37,2690.0,3.010037174721189,2.343045079391758,0.0,1.57,2.42,3.85,17.21,2690.0,9.340356877323451,4.143799557208667,0.01,6.32,8.35,11.85,29.65,2690.0,6.188748178269959,3.0379445677099057,2.223938223938224,4.852941176470588,6.117647058823529,7.226121987730782,80.125
Prepared Wraps and Burittos,1531.0,20.929817112998094,7.000413393432477,1.18,16.67,19.76,24.36,53.92,1531.0,42.254735467015024,539.5765567161208,0.0,16.0,27.0,37.0,21127.0,1531.0,214.92031352057478,60.1726181307752,27.0,181.0,204.0,243.0,710.0,1531.0,1.6280862181580675,1.6569860607842952,0.0,0.8,1.3,2.0,17.5,1531.0,11.086224689745265,3.9229966019643663,1.46,8.45,11.03,13.38,31.34,1531.0,2.1658523840627115,1.998795938643838,0.0,0.94,1.57,2.75,25.35,1531.0,9.412455911169173,4.434499401843494,0.0,6.605,8.97,11.69,26.8,1531.0,5.275986834862419,1.7920212116686733,0.8307086614173228,4.134408602150538,4.995744680851064,6.544973544973545,16.69158878504673
Prepared/Preserved Foods Variety Packs,59.0,15.136101694915254,11.94717265888478,1.41,5.625,13.22,20.66,48.59,59.0,17.28813559322034,16.684755428397366,0.0,6.0,12.0,24.0,74.0,59.0,137.4915254237288,85.86384026395713,9.0,87.0,124.0,189.0,370.0,59.0,1.9440677966101698,3.4078646963205292,0.0,0.9,1.3,2.05,26.9,59.0,5.732033898305084,3.4658177020233882,0.7,3.59,5.84,7.404999999999999,18.52,59.0,4.184576271186439,5.116003060726046,0.0,0.81,2.22,5.71,24.71,59.0,5.975593220338984,6.3680252639819095,0.0,2.515,4.53,7.800000000000001,33.33,59.0,4.877469964482976,1.8090104694785483,1.3025830258302582,3.5837375889740217,4.5964912280701755,6.318181818181818,9.777777777777779
Processed Cereal Products,3828.0,71.80206112852649,13.062850642297718,33.33,63.16,75.0,82.0,90.91,3828.0,0.7729885057471264,3.4568423195051037,0.0,0.0,0.0,0.0,39.0,3828.0,404.11024033437826,40.915820708671326,304.0,378.0,398.0,429.0,600.0,3828.0,6.928082549634285,4.166477236816616,0.0,4.2,6.2,8.9,31.0,3828.0,8.719986938348981,5.6217829705347,0.0,5.36,7.41,9.4,39.0,3828.0,26.67895506792064,9.652683536538643,0.0,21.0,28.57,33.0,51.5,3828.0,10.484754440961332,7.598383766868512,0.0,4.1925,9.245000000000001,14.58,45.71,3828.0,2.1731753654727934,1.4900991645148631,0.0,1.358695652173913,1.8186528497409327,2.34375,11.782477341389727
Processed Cheese & Cheese Novelties,1.0,3.57,,3.57,3.57,3.57,3.57,3.57,1.0,107.0,,107.0,107.0,107.0,107.0,107.0,1.0,393.0,,393.0,393.0,393.0,393.0,393.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,25.0,,25.0,25.0,25.0,25.0,25.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,32.14,,32.14,32.14,32.14,32.14,32.14,1.0,6.361323155216285,,6.361323155216285,6.361323155216285,6.361323155216285,6.361323155216285,6.361323155216285
Puddings & Custards,3916.0,46.06839121552571,37.40976840988702,1.33,20.189999999999998,22.869999999999997,89.29,1100.0,3916.0,38.58758937691522,752.3984564587125,0.0,0.0,0.0,5.0,19231.0,3916.0,217.22982635342186,151.802830676338,36.0,109.0,141.0,357.25,5750.0,3916.0,0.7275280898876341,1.3974810829646322,0.0,0.0,0.0,1.1,20.0,3916.0,1.590436670071521,2.4741542127624014,0.0,0.0,1.09,2.65,100.0,3916.0,30.92292390194057,28.76537308360356,0.0,13.27,16.36,60.0,475.0,3916.0,3.270648621041901,5.076101755285547,0.0,0.0,1.94,3.26,87.5,3916.0,1.0735301575841731,1.255063737244251,0.0,0.0,0.9099099099099099,1.669811320754717,15.025641025641026
Ready-Made Combination Meals,94.0,15.357021276595743,5.807417176129761,7.29,11.085,13.315000000000001,18.1175,30.12,94.0,14.96808510638298,8.098124205554827,3.0,10.0,13.0,18.0,49.0,94.0,129.93617021276594,45.40967840341857,61.0,99.5,122.5,149.5,299.0,94.0,1.7063829787234048,0.5677362159400758,0.7,1.325,1.5,2.0,3.4,94.0,5.559680851063831,1.699060114708369,2.33,4.4775,5.24,6.175000000000001,13.59,94.0,2.7939361702127643,2.7091319952938724,0.0,0.895,1.915,3.4925,13.53,94.0,5.121914893617021,2.986574358907069,1.16,2.6725,4.865,6.79,16.3,94.0,4.554989576730023,1.4242028022496795,1.8492063492063493,3.551153178895806,4.340909090909091,5.230756302521009,8.848484848484848
Rice,5095.0,76.46639057899954,11.299770050948375,0.07,76.6,78.72,80.0,182.22,5095.0,0.3823356231599607,4.9745171236695525,0.0,0.0,0.0,0.0,159.0,5095.0,349.8789008832188,45.29510244849379,6.0,356.0,356.0,360.0,822.0,5095.0,2.2513248282630216,2.0044379774146726,0.0,0.0,2.2,2.4,20.0,5095.0,7.4420274779190345,2.6895331648280236,0.0,6.67,6.67,8.33,86.67,5095.0,0.382317958783122,1.3766604583022946,0.0,0.0,0.0,0.0,20.0,5095.0,1.0053621197252143,1.5526970536262168,0.0,0.0,0.0,2.22,14.33,5095.0,2.145099912547439,1.096237210242516,0.0,1.8735955056179776,1.8764705882352941,2.351351351351351,43.22222222222222
Salad Dressing & Mayonnaise,16308.0,15.13012631837167,18.48661780304864,0.0,6.67,10.0,20.0,900.0,16308.0,21.810583762570516,293.86304951135486,0.0,0.0,0.0,33.0,16667.0,16308.0,376.322173166544,389.13705959461737,14.0,250.0,367.0,467.0,21569.0,16308.0,0.5260792249202887,2.1859426808952396,0.0,0.0,0.0,0.0,20.0,16308.0,2.3623381162620944,6.774257103373232,0.0,0.0,0.0,3.33,66.67,16308.0,9.365050895266123,13.985593029206806,0.0,3.305,6.67,13.33,800.0,16308.0,34.07514042187884,40.94689311703438,0.0,20.0,32.35,45.16,2156.86,16308.0,0.6186739680125714,1.6438144038399158,0.0,0.0,0.0,0.6673114119922631,16.675
Sandwiches/Filled Rolls/Wraps,336.0,24.611309523809496,3.4660443382414035,18.25,22.61,23.73,25.82,32.37,336.0,33.529761904761905,15.333477410404338,4.0,25.0,31.0,37.0,104.0,336.0,248.36607142857142,41.7281884472286,172.0,221.0,236.5,282.0,389.0,336.0,1.8952380952380972,0.7491535142529565,0.8,1.4,1.6,2.2,4.5,336.0,13.07508928571427,2.476059578600724,3.8,11.27,13.64,14.84,17.21,336.0,4.228898809523814,2.1596233036366597,0.87,2.99,3.91,4.84,9.86,336.0,10.656636904761909,4.632874127977014,3.6,7.03,9.09,14.13,26.39,336.0,5.38605464126522,1.223050903460328,2.0,4.7154811715481175,5.619246861924686,6.326447635910552,7.229074889867841
Sauces - Cooking (Shelf Stable),1.0,6.4,,6.4,6.4,6.4,6.4,6.4,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,72.0,,72.0,72.0,72.0,72.0,72.0,1.0,1.6,,1.6,1.6,1.6,1.6,1.6,1.0,1.6,,1.6,1.6,1.6,1.6,1.6,1.0,3.2,,3.2,3.2,3.2,3.2,3.2,1.0,4.0,,4.0,4.0,4.0,4.0,4.0,1.0,2.2222222222222223,,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223
Sauces/Spreads/Dips/Condiments,1724.0,10.041856148491878,8.5411293772588,0.0,6.67,8.33,10.49,72.0,1724.0,7.841647331786543,15.85771341359837,0.0,0.0,0.0,8.0,98.0,1724.0,123.16009280742459,122.11407237147648,8.0,50.0,70.0,118.0,769.0,1724.0,1.3309744779582386,1.4451483792336894,0.0,0.0,0.95,2.0,8.0,1724.0,1.5564965197215859,1.8064838144576305,0.0,0.0,1.67,1.67,25.0,1724.0,5.632407192575412,6.152536327079828,0.0,1.67,4.17,7.5,51.76,1724.0,8.282354988399085,13.551016988662356,0.0,0.34,2.08,8.33,76.92,1724.0,1.7205353021050402,1.8254547464277824,0.0,0.0,1.6658333333333335,2.8793103448275863,40.32258064516129
"Sausages, Hotdogs & Brats",10962.0,3.4922076263455906,3.3304401183263175,0.0,1.77,2.94,4.55,60.13,10962.0,152.48558657179348,2480.2035098093143,0.0,58.0,67.0,79.0,107143.0,10962.0,271.28270388615215,71.7557825999112,21.0,222.0,286.0,321.0,536.0,10962.0,0.17570698777595334,0.6140466260014694,0.0,0.0,0.0,0.0,9.3,10962.0,15.262443897098974,3.6886228253367865,0.0,12.5,15.04,17.86,50.0,10962.0,1.499137931034546,1.7585090161290318,0.0,0.0,1.27,2.0,20.0,10962.0,21.615870279146037,8.103167208967687,0.0,16.07,23.53,26.79,48.21,10962.0,6.218431986134608,2.962685522547663,0.0,4.225806451612903,5.4423076923076925,6.983240223463687,61.58620689655172
Savoury Bakery Products,922.0,31.262830802603048,6.34024177000126,11.5,27.0,31.0,35.43,50.0,922.0,266.73318872017353,3680.9878652075167,0.0,6.0,19.0,44.0,56000.0,922.0,297.8470715835141,70.04724198542503,110.0,244.0,268.0,352.0,521.0,922.0,2.3696312364425203,2.2112950781154685,0.4,1.3,2.0,3.0,32.0,922.0,12.427462039045528,6.644119068686471,2.02,6.67,8.85,20.0,25.0,922.0,3.7801518438177832,2.1297089815470973,0.88,2.35,3.0,5.0,21.88,922.0,13.837418655097608,4.989142898153624,0.97,9.41,12.15,18.0,26.0,922.0,4.018356721272021,1.612232422010172,1.0,2.6074380165289255,3.3360323886639676,5.665722379603399,7.986111111111111
Seafood Miscellaneous,2.0,7.3,6.646803743153546,2.6,4.95,7.3,9.65,12.0,2.0,50.0,42.42640687119285,20.0,35.0,50.0,65.0,80.0,2.0,172.0,96.16652224137046,104.0,138.0,172.0,206.0,240.0,2.0,0.7,0.9899494936611665,0.0,0.35,0.7,1.0499999999999998,1.4,2.0,18.8,1.6970562748477132,17.6,18.200000000000003,18.8,19.4,20.0,2.0,5.0,7.0710678118654755,0.0,2.5,5.0,7.5,10.0,2.0,7.3,6.646803743153546,2.6,4.95,7.3,9.65,12.0,2.0,12.628205128205131,6.073865940961372,8.333333333333334,10.480769230769232,12.628205128205131,14.775641025641029,16.923076923076927
"Seasoning Mixes, Salts, Marinades & Tenderizers",6867.0,46.64456822484388,26.92089063708124,0.0,25.0,50.0,66.67,350.0,6867.0,3.0119411679044705,24.199731520300908,0.0,0.0,0.0,0.0,429.0,6867.0,275.5731760594146,132.526549549232,6.0,174.5,286.0,333.0,1500.0,6867.0,4.166914227464669,8.033105682630598,0.0,0.0,0.0,5.0,80.0,6867.0,5.250225717198195,8.578143110811473,0.0,0.0,0.0,10.0,200.0,6867.0,14.526787534585662,22.59792604767971,0.0,0.0,6.67,22.22,600.0,6867.0,5.278644240570851,11.514934404625787,0.0,0.0,0.0,6.25,100.0,6867.0,2.203728420168659,14.09094094978722,0.0,0.0,0.0,3.3333333333333335,511.37499999999994
Shellfish Prepared/Processed,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,95.0,0.0,95.0,95.0,95.0,95.0,95.0,3.0,83.0,0.0,83.0,83.0,83.0,83.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.86,0.0,17.86,17.86,17.86,17.86,17.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.6,0.6,0.6,0.6,0.6,3.0,21.518072289156624,4.351167857633658e-15,21.518072289156628,21.518072289156628,21.518072289156628,21.518072289156628,21.518072289156628
Shellfish Unprepared/Unprocessed,1470.0,4.068367346938786,9.312487596919066,0.0,0.0,0.0,2.68,84.07,1470.0,95.59795918367347,41.97134581134465,5.0,71.0,89.0,125.0,212.0,1470.0,104.68571428571428,50.15865095361651,48.0,71.0,98.5,116.0,580.0,1470.0,0.15387755102040837,0.46967458134499307,0.0,0.0,0.0,0.0,3.6,1470.0,16.635857142857265,4.746971867713769,2.35,13.27,16.96,20.54,25.88,1470.0,0.4140408163265304,1.2906182911899908,0.0,0.0,0.0,0.0,15.79,1470.0,1.986653061224494,2.682942530423056,0.0,0.89,1.19,1.77,19.86,1470.0,17.871509494052177,5.697222149517808,1.9915254237288136,17.70689655172414,19.19626168224299,21.5,26.507042253521128
Skin Care Preparations,1.0,14.29,,14.29,14.29,14.29,14.29,14.29,1.0,179.0,,179.0,179.0,179.0,179.0,179.0,1.0,643.0,,643.0,643.0,643.0,643.0,643.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,7.14,,7.14,7.14,7.14,7.14,7.14,1.0,71.43,,71.43,71.43,71.43,71.43,71.43,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
"Snack, Energy & Granola Bars",27279.0,51.90882913596496,14.346415615831184,0.0,41.18,50.0,63.89,153.57,27279.0,13.497745518530738,533.3873767604443,0.0,0.0,0.0,0.0,40000.0,27279.0,414.10568569229076,61.357737208887855,18.0,378.0,412.0,450.0,1667.0,27279.0,8.429528208512297,6.0222434095605575,0.0,4.4,6.7,10.4,72.5,27279.0,17.056008651343753,10.54859362781672,0.0,8.33,14.71,25.0,75.0,27279.0,22.770669012793782,11.912738318737379,0.0,15.0,23.64,30.95,85.71,27279.0,17.703090655815714,9.123493842288239,0.0,11.25,15.38,22.73,146.67,27279.0,4.261588460353057,3.1132406158297905,0.0,1.9495192307692308,3.4659685863874348,6.082725060827251,77.4390243902439
Snacks,2767.0,66.53533791109557,13.611830546401642,0.0,57.14,67.14,78.0,90.0,2767.0,2.2406938923021325,13.552496919936804,0.0,0.0,0.0,0.0,143.0,2767.0,464.65233104445247,77.16811600752439,4.0,419.0,471.0,523.0,667.0,2767.0,3.713805565594555,2.8154152041955136,0.0,2.0,3.6,4.7,17.9,2767.0,6.261615468015839,6.1008015807171425,0.0,4.3,7.0,7.14,60.0,2767.0,14.824322370798683,17.966807814570547,0.0,2.3,5.0,29.41,60.71,2767.0,19.61621611853987,11.798235460104845,0.0,11.35,21.2,29.41,56.67,2767.0,1.2921459571925087,1.1976985601010226,0.0,0.8380952380952382,1.3320895522388059,1.5909090909090908,11.25703564727955
Soda,2260.0,15.366371681415952,39.164829631399634,0.0,9.434999999999999,11.25,12.5,425.0,2260.0,0.19646017699115045,3.230880470561735,0.0,0.0,0.0,0.0,100.0,2260.0,62.801327433628316,158.54415934699216,1.0,38.0,45.0,50.0,1667.0,2260.0,0.11451327433628329,1.3709410636496586,0.0,0.0,0.0,0.0,25.0,2260.0,0.33773893805309685,5.726109765260438,0.0,0.0,0.0,0.0,180.0,2260.0,14.458265486725695,36.891301065289205,0.0,8.61,10.83,11.94,416.67,2260.0,0.09136725663716815,1.1990827014851184,0.0,0.0,0.0,0.0,26.67,2260.0,0.2422131870330868,1.478226595882789,0.0,0.0,0.0,0.0,16.703703703703702
Soups - Prepared (Shelf Stable),3.0,9.72,1.7006175348972505,7.81,9.045,10.28,10.675,11.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,8.0,43.0,47.0,51.0,55.0,59.0,3.0,2.1333333333333333,0.6110100926607785,1.6,1.8,2.0,2.4,2.8,3.0,2.1033333333333335,0.6143560314128391,1.56,1.77,1.98,2.375,2.77,3.0,2.8866666666666667,0.5838093296045664,2.37,2.5700000000000003,2.77,3.145,3.52,3.0,0.8533333333333334,0.5968528573554233,0.2,0.595,0.99,1.1800000000000002,1.37,3.0,4.138403909717875,1.1279709641646898,3.3559322033898304,3.491919590067008,3.627906976744186,4.529639762881897,5.431372549019608
Specialty Formula Supplements,236.0,43.96326271186442,35.84858850526825,0.0,11.83,35.71,75.0,100.0,236.0,22.20762711864407,131.85818988387456,0.0,0.0,0.0,0.0,857.0,236.0,307.6101694915254,135.7737500965864,6.0,227.0,357.0,400.0,545.0,236.0,3.602966101694915,7.839096757491538,0.0,0.0,0.0,1.4,50.0,236.0,22.93186440677965,31.428020224516178,0.0,0.0,0.0,52.91,90.91,236.0,30.013177966101676,34.82774628272908,0.0,0.0,8.47,48.6425,100.0,236.0,5.651610169491525,9.046181653200685,0.0,0.0,0.0,13.23,36.36,236.0,6.189847141019095,8.06288677431142,0.0,0.0,0.0,13.354166666666666,24.975274725274726
Sport Drinks,146.0,41.86445205479449,118.27401330009681,0.2,2.99,4.74,6.5525,433.33,146.0,6.945205479452055,22.845743834176133,0.0,0.0,0.0,0.0,83.0,146.0,273.0753424657534,820.6441127563189,2.0,8.75,20.0,25.0,3000.0,146.0,0.05821917808219179,0.09667353474100245,0.0,0.0,0.0,0.2,0.3,146.0,11.150684931506849,36.69896412439309,0.0,0.0,0.0,0.0,133.33,146.0,37.89712328767128,108.63530598359915,0.0,1.3225,3.89,5.6,408.33,146.0,7.049863013698632,22.922208324327396,0.0,0.0,0.0,0.0,83.33,146.0,0.6185296803652968,1.4876380279416521,0.0,0.0,0.0,0.0,4.444333333333334
Stuffing,1068.0,64.65654494382026,19.36858927653524,5.88,67.86,73.25,75.0,96.43,1068.0,4.293071161048689,14.243078811366562,0.0,0.0,0.0,0.0,86.0,1068.0,355.27059925093636,86.86695380506154,29.0,357.0,393.0,393.0,536.0,1068.0,3.0610486891385538,1.911745284613268,0.0,2.4,3.6,3.6,14.3,1068.0,10.455346441947565,3.640631475011958,0.0,10.34,10.71,12.5,18.0,1068.0,6.653005617977563,3.6175829918432805,0.0,4.17,7.14,7.14,30.56,1068.0,5.481835205992493,4.632114579336052,0.0,3.57,3.57,5.71,41.18,1068.0,2.9186953713055583,0.770550685871655,0.0,2.7251908396946565,2.997601918465228,3.571309780654441,7.659420289855072
Sugars/Sugar Substitute Products,6.0,65.27999999999999,1.556721137788958e-14,65.28,65.28,65.28,65.28,65.28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,263.0,0.0,263.0,263.0,263.0,263.0,263.0,6.0,0.19999999999999998,3.0404709722440586e-17,0.2,0.2,0.2,0.2,0.2,6.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,6.0,40.07,0.0,40.07,40.07,40.07,40.07,40.07,6.0,0.17,0.0,0.17,0.17,0.17,0.17,0.17,6.0,0.0038022813688212928,0.0,0.0038022813688212928,0.0038022813688212928,0.0038022813688212928,0.0038022813688212928,0.0038022813688212928
Sushi,947.0,23.152375923970418,9.530047449582884,0.0,19.33,23.35,26.78,211.76,947.0,50.3674762407603,850.1779419007395,0.0,2.0,10.0,16.0,18519.0,947.0,153.73812038014785,31.589348665428354,64.0,135.0,155.0,169.0,386.0,947.0,1.347201689545934,0.8243647592652751,0.0,0.8,1.3,1.9,8.8,947.0,5.451351636747611,3.1382665577057898,0.0,3.385,5.26,6.82,50.0,947.0,5.235702217529047,3.2257576929262504,0.0,4.48,5.22,5.895,56.14,947.0,4.55790918690602,2.449381261169599,0.0,3.12,4.31,5.7,44.12,947.0,3.6822812079703744,2.543543175620273,0.0,2.2839506172839505,3.235294117647059,4.275404881386861,34.01360544217687
Sweet Bakery Products,916.0,55.11143013100424,14.886640184584193,18.0,43.44,49.28,70.8,76.0,916.0,9.049126637554584,20.018592158872963,0.0,0.0,0.0,10.0,176.0,916.0,337.98034934497815,58.426111819900285,169.0,290.0,348.0,390.0,475.0,916.0,3.243995633187775,5.729589288629188,0.0,1.1,1.4,2.0,26.0,916.0,4.083700873362449,1.54538592419103,0.85,2.9,4.17,5.0,11.7,916.0,23.766375545851513,9.896545125861358,2.6,16.67,26.98,31.4,39.13,916.0,12.19652838427949,3.748770430153231,2.2,9.6,11.7,14.55,34.85,916.0,1.2655005976034566,0.6921760002092239,0.4166666666666667,0.872093023255814,1.1111111111111112,1.4970059880239521,5.8793969849246235
Sweet Spreads,39.0,37.68153846153846,18.766623583605682,18.18,18.75,29.41,57.89,65.0,39.0,17.615384615384617,32.59449048100919,0.0,0.0,0.0,0.0,79.0,39.0,504.71794871794873,170.4964807042175,211.0,316.0,618.0,636.0,667.0,39.0,3.997435897435897,3.093242820584656,0.0,0.0,5.9,6.2,9.1,39.0,15.49820512820513,11.120863955408762,0.0,0.0,21.21,25.0,27.27,39.0,29.535641025641027,22.289276132241827,8.33,9.38,20.59,52.63,65.0,39.0,32.88999999999999,21.75150690484636,0.0,7.89,47.06,50.0,53.12,39.0,2.5208413752346828,1.7306804265467015,0.0,0.0,3.3349056603773586,3.8111481822365394,4.287735849056604
Syrups & Molasses,1517.0,79.65218852999362,124.91823823719213,12.5,61.54,75.0,88.33,2400.0,1517.0,0.5352669742913645,4.028539612508318,0.0,0.0,0.0,0.0,58.0,1517.0,322.9749505603164,568.7353866301597,31.0,250.0,300.0,350.0,11000.0,1517.0,1.7583388266315052,11.282627474432228,0.0,0.0,0.0,1.2,200.0,1517.0,0.9177851021753463,5.593371203795196,0.0,0.0,0.0,0.0,100.0,1517.0,65.26986816084393,124.09243651134803,0.0,43.59,56.67,80.0,2400.0,1517.0,0.6947725774555041,4.245697857190415,0.0,0.0,0.0,0.0,50.0,1517.0,0.28563714044810307,1.0616866428704954,0.0,0.0,0.0,0.0,16.0
Tea Bags,364.0,64.08186813186809,44.81632847387075,0.0,46.67,64.52,83.33,525.0,364.0,6.6510989010989015,32.18261810170196,0.0,0.0,0.0,0.0,333.0,364.0,334.36538461538464,214.62218969183076,5.0,250.0,328.0,417.0,2750.0,364.0,3.8170329670329655,10.047933931730997,0.0,0.0,0.0,0.0,60.0,364.0,7.077005494505495,14.20563511321008,0.0,0.0,0.0,6.67,75.0,364.0,34.44678571428572,42.84280836363178,0.0,0.0,24.445,64.29,525.0,364.0,6.389313186813189,13.438778571709525,0.0,0.0,0.0,7.085,100.0,364.0,2.0911992962731243,4.677699570255019,0.0,0.0,0.0,1.6675,20.02102102102102
